atomicgo.dev/cursor,https://github.com/atomicgo/cursor/blob/v0.1.1/LICENSE,MIT
atomicgo.dev/keyboard,https://github.com/atomicgo/keyboard/blob/v0.2.8/LICENSE,MIT
code.gitea.io/sdk/gitea,https://gitea.com/gitea/go-sdk/src/tag/gitea/v0.15.1/gitea/LICENSE,MIT
github.com/Masterminds/semver,https://github.com/Masterminds/semver/blob/v1.5.0/LICENSE.txt,MIT
github.com/Masterminds/semver/v3,https://github.com/Masterminds/semver/blob/v3.1.1/LICENSE.txt,MIT
github.com/ProtonMail/go-crypto,https://github.com/ProtonMail/go-crypto/blob/c6815a8c17ad/LICENSE,BSD-3-Clause
github.com/antlr/antlr4/runtime/Go/antlr,https://github.com/antlr/antlr4/blob/runtime/Go/antlr/v1.4.10/runtime/Go/antlr/LICENSE,BSD-3-Clause
github.com/apigear-io/cli,https://github.com/apigear-io/cli/blob/HEAD/LICENSE,Apache-2.0
github.com/cloudflare/circl,https://github.com/cloudflare/circl/blob/v1.2.0/LICENSE,BSD-3-Clause
github.com/containerd/console,https://github.com/containerd/console/blob/v1.0.3/LICENSE,Apache-2.0
github.com/cpuguy83/go-md2man/v2/md2man,https://github.com/cpuguy83/go-md2man/blob/v2.0.2/LICENSE.md,MIT
github.com/creativeprojects/go-selfupdate,https://github.com/creativeprojects/go-selfupdate/blob/v0.6.1/LICENSE,MIT
github.com/creativeprojects/go-selfupdate/update,https://github.com/creativeprojects/go-selfupdate/blob/v0.6.1/update/LICENSE,Apache-2.0
github.com/davecgh/go-spew/spew,https://github.com/davecgh/go-spew/blob/v1.1.1/LICENSE,ISC
github.com/dlclark/regexp2,https://github.com/dlclark/regexp2/blob/v1.7.0/LICENSE,MIT
github.com/dop251/goja,https://github.com/dop251/goja/blob/cb5011b539fe/LICENSE,MIT
github.com/dop251/goja/ftoa/internal/fast,https://github.com/dop251/goja/blob/cb5011b539fe/ftoa/internal/fast/LICENSE_V8,BSD-3-Clause
github.com/dop251/goja_nodejs,https://github.com/dop251/goja_nodejs/blob/3aa5028e57f6/LICENSE,MIT
github.com/emirpasic/gods,https://github.com/emirpasic/gods/blob/v1.18.1/LICENSE,BSD-2-Clause
github.com/ettle/strcase,https://github.com/ettle/strcase/blob/v0.1.1/LICENSE,MIT
github.com/fsnotify/fsnotify,https://github.com/fsnotify/fsnotify/blob/v1.6.0/LICENSE,BSD-3-Clause
github.com/gertd/go-pluralize,https://github.com/gertd/go-pluralize/blob/v0.2.1/LICENSE,MIT
github.com/getsentry/sentry-go,https://github.com/getsentry/sentry-go/blob/v0.14.0/LICENSE,BSD-2-Clause
github.com/gitsight/go-vcsurl,https://github.com/gitsight/go-vcsurl/blob/v1.0.0/LICENSE,BSD-2-Clause
github.com/go-chi/chi/v5,https://github.com/go-chi/chi/blob/v5.0.7/LICENSE,MIT
github.com/go-chi/httplog,https://github.com/go-chi/httplog/blob/v0.2.5/LICENSE,MIT
github.com/go-git/gcfg,https://github.com/go-git/gcfg/blob/v1.5.0/LICENSE,BSD-3-Clause
github.com/go-git/go-billy/v5,https://github.com/go-git/go-billy/blob/v5.3.1/LICENSE,Apache-2.0
github.com/go-git/go-git/v5,https://github.com/go-git/go-git/blob/v5.4.2/LICENSE,Apache-2.0
github.com/go-sourcemap/sourcemap,https://github.com/go-sourcemap/sourcemap/blob/v2.1.3/LICENSE,BSD-2-Clause
github.com/gocarina/gocsv,https://github.com/gocarina/gocsv/blob/ad3251f9fa25/LICENSE,MIT
github.com/google/go-github/v30/github,https://github.com/google/go-github/blob/v30.1.0/LICENSE,BSD-3-Clause
github.com/google/go-querystring/query,https://github.com/google/go-querystring/blob/v1.1.0/LICENSE,BSD-3-Clause
github.com/google/uuid,https://github.com/google/uuid/blob/v1.3.0/LICENSE,BSD-3-Clause
github.com/gookit/color,https://github.com/gookit/color/blob/v1.5.2/LICENSE,MIT
github.com/gorilla/websocket,https://github.com/gorilla/websocket/blob/v1.5.0/LICENSE,BSD-2-Clause
github.com/hashicorp/go-version,https://github.com/hashicorp/go-version/blob/v1.6.0/LICENSE,MPL-2.0
github.com/hashicorp/hcl,https://github.com/hashicorp/hcl/blob/v1.0.0/LICENSE,MPL-2.0
github.com/imdario/mergo,https://github.com/imdario/mergo/blob/v0.3.13/LICENSE,BSD-3-Clause
github.com/jbenet/go-context/io,https://github.com/jbenet/go-context/blob/d14ea06fba99/LICENSE,MIT
github.com/kevinburke/ssh_config,https://github.com/kevinburke/ssh_config/blob/v1.2.0/LICENSE,MIT
github.com/lithammer/fuzzysearch/fuzzy,https://github.com/lithammer/fuzzysearch/blob/v1.1.5/LICENSE,MIT
github.com/magiconair/properties,https://github.com/magiconair/properties/blob/v1.8.6/LICENSE.md,BSD-2-Clause
github.com/mattn/go-colorable,https://github.com/mattn/go-colorable/blob/v0.1.13/LICENSE,MIT
github.com/mattn/go-isatty,https://github.com/mattn/go-isatty/blob/v0.0.16/LICENSE,MIT
github.com/mattn/go-runewidth,https://github.com/mattn/go-runewidth/blob/v0.0.14/LICENSE,MIT
github.com/mitchellh/go-homedir,https://github.com/mitchellh/go-homedir/blob/v1.1.0/LICENSE,MIT
github.com/mitchellh/mapstructure,https://github.com/mitchellh/mapstructure/blob/v1.5.0/LICENSE,MIT
github.com/pelletier/go-toml/v2,https://github.com/pelletier/go-toml/blob/v2.0.5/LICENSE,MIT
github.com/pmezard/go-difflib/difflib,https://github.com/pmezard/go-difflib/blob/v1.0.0/LICENSE,BSD-3-Clause
github.com/pterm/pterm,https://github.com/pterm/pterm/blob/v0.12.49/LICENSE,MIT
github.com/rivo/uniseg,https://github.com/rivo/uniseg/blob/v0.4.2/LICENSE.txt,MIT
github.com/rs/zerolog,https://github.com/rs/zerolog/blob/v1.28.0/LICENSE,MIT
github.com/russross/blackfriday/v2,https://github.com/russross/blackfriday/blob/v2.1.0/LICENSE.txt,BSD-2-Clause
github.com/sergi/go-diff/diffmatchpatch,https://github.com/sergi/go-diff/blob/v1.2.0/LICENSE,MIT
github.com/spf13/afero,https://github.com/spf13/afero/blob/v1.9.2/LICENSE.txt,Apache-2.0
github.com/spf13/cast,https://github.com/spf13/cast/blob/v1.5.0/LICENSE,MIT
github.com/spf13/cobra,https://github.com/spf13/cobra/blob/v1.6.1/LICENSE.txt,Apache-2.0
github.com/spf13/jwalterweatherman,https://github.com/spf13/jwalterweatherman/blob/v1.1.0/LICENSE,MIT
github.com/spf13/pflag,https://github.com/spf13/pflag/blob/v1.0.5/LICENSE,BSD-3-Clause
github.com/spf13/viper,https://github.com/spf13/viper/blob/v1.13.0/LICENSE,MIT
github.com/stretchr/testify/assert,https://github.com/stretchr/testify/blob/v1.8.1/LICENSE,MIT
github.com/subosito/gotenv,https://github.com/subosito/gotenv/blob/v1.4.1/LICENSE,MIT
github.com/ulikunitz/xz,https://github.com/ulikunitz/xz/blob/v0.5.10/LICENSE,BSD-3-Clause
github.com/whilp/git-urls,https://github.com/whilp/git-urls/blob/v1.0.0/LICENSE,MIT
github.com/xanzy/ssh-agent,https://github.com/xanzy/ssh-agent/blob/v0.3.2/LICENSE,Apache-2.0
github.com/xeipuuv/gojsonpointer,https://github.com/xeipuuv/gojsonpointer/blob/02993c407bfb/LICENSE-APACHE-2.0.txt,Apache-2.0
github.com/xeipuuv/gojsonreference,https://github.com/xeipuuv/gojsonreference/blob/bd5ef7bd5415/LICENSE-APACHE-2.0.txt,Apache-2.0
github.com/xeipuuv/gojsonschema,https://github.com/xeipuuv/gojsonschema/blob/v1.2.0/LICENSE-APACHE-2.0.txt,Apache-2.0
github.com/xo/terminfo,https://github.com/xo/terminfo/blob/abceb7e1c41e/LICENSE,MIT
golang.org/x/crypto,https://cs.opensource.google/go/x/crypto/+/v0.1.0:LICENSE,BSD-3-Clause
golang.org/x/net,https://cs.opensource.google/go/x/net/+/v0.1.0:LICENSE,BSD-3-Clause
golang.org/x/oauth2,https://cs.opensource.google/go/x/oauth2/+/v0.1.0:LICENSE,BSD-3-Clause
golang.org/x/sys,https://cs.opensource.google/go/x/sys/+/v0.1.0:LICENSE,BSD-3-Clause
golang.org/x/term,https://cs.opensource.google/go/x/term/+/v0.1.0:LICENSE,BSD-3-Clause
golang.org/x/text,https://cs.opensource.google/go/x/text/+/v0.4.0:LICENSE,BSD-3-Clause
gopkg.in/ini.v1,https://github.com/go-ini/ini/blob/v1.67.0/LICENSE,Apache-2.0
gopkg.in/natefinch/lumberjack.v2,https://github.com/natefinch/lumberjack/blob/v2.0.0/LICENSE,MIT
gopkg.in/warnings.v0,https://github.com/go-warnings/warnings/blob/v0.1.2/LICENSE,BSD-2-Clause
gopkg.in/yaml.v3,https://github.com/go-yaml/yaml/blob/v3.0.1/LICENSE,MIT
